source node,target node,path size
1911,37775,9
1911,20357,9
1911,27863,9
1911,20031,9
1911,20358,9
1911,19347,9
1911,19441,9
1911,18220,9
1911,19440,9
1911,18221,9
1911,18222,9
1911,29011,10
1911,28949,10
1911,28716,10
1911,28715,10
1911,14409,10
1911,19346,10
712,712,0
712,2067,1
712,49,1
712,1911,1
712,4172,2
712,4183,2
712,4173,2
712,89,2
712,4184,2
712,172,2
712,194,2
712,196,2
712,4171,2
712,840,2
712,448,2
712,515,2
712,713,2
712,307,2
712,946,2
712,947,2
712,21339,3
712,21338,3
712,2011,3
712,1053,3
712,1251,3
712,1052,3
712,1051,3
712,394,3
712,154,3
712,363,3
712,870,3
712,155,3
712,520,3
712,635,3
712,519,3
712,39,3
712,260,3
712,393,3
712,2062,3
712,460,3
712,2061,3
712,375,3
712,364,3
712,575,3
712,278,3
712,1621,3
712,322,3
712,279,3
712,1201,3
712,3312,3
712,803,3
712,748,3
712,42,3
712,1406,3
712,3319,3
712,1632,3
712,1421,3
712,901,3
712,63,3
712,5496,3
712,2111,3
712,180,3
712,2175,3
712,2197,3
712,1096,3
712,2060,3
712,132,3
712,1425,3
712,156,3
712,102,3
712,2214,3
712,3533,3
712,2212,3
712,3158,3
712,7,3
712,304,3
712,1276,3
712,2211,3
712,4202,3
712,328,3
712,813,3
712,4204,3
712,4206,3
712,1082,3
712,1081,3
712,1252,4
712,1639,4
712,2027,4
712,4260,4
712,4261,4
712,4255,4
712,865,4
712,4259,4
712,2074,4
712,1342,4
712,541,4
712,1338,4
712,1634,4
712,1633,4
712,1972,4
712,1919,4
712,2177,4
712,1408,4
712,3788,4
712,435,4
712,11097,4
712,1422,4
712,2073,4
712,1390,4
712,2072,4
712,1921,4
712,12,4
712,649,4
712,1922,4
712,13658,4
712,980,4
712,1953,4
712,9068,4
712,8847,4
712,4710,4
712,85,4
712,7561,4
712,7560,4
712,7563,4
712,1885,4
712,7562,4
712,7103,4
712,7532,4
712,7565,4
712,7564,4
712,7104,4
712,2068,4
712,7643,4
712,3638,4
712,3639,4
712,10991,4
712,12390,5
712,110,5
712,4373,5
712,4374,5
712,4364,5
712,4367,5
712,4368,5
712,30965,5
712,5581,5
712,5557,5
712,22113,5
712,12273,5
712,22114,5
712,25537,5
712,2190,5
712,24555,5
712,157,5
712,24554,5
712,4,5
712,2194,5
712,137,5
712,26607,5
712,26606,5
712,26605,5
712,26604,5
712,13729,5
712,17540,5
712,13730,5
712,13731,5
712,8948,5
712,12330,5
712,14885,5
712,24090,5
712,2069,5
712,3698,5
712,15594,6
712,18407,6
712,14478,6
712,18649,6
712,18408,6
712,18405,6
712,18406,6
712,4309,6
712,4295,6
712,4310,6
712,667,6
712,4302,6
712,4307,6
712,4308,6
712,11242,6
712,11241,6
712,24098,6
712,29808,6
712,24099,6
712,15906,7
712,12281,7
712,8216,7
712,33661,7
712,30150,7
712,34749,7
712,20975,7
712,25370,7
712,25350,7
712,25372,7
712,25371,7
712,25351,7
712,25431,7
712,24100,7
712,25430,7
712,25417,7
712,25416,7
712,35874,8
712,36257,8
712,36256,8
712,36255,8
712,20544,8
712,20553,8
712,20552,8
712,20551,8
712,20032,8
712,8214,8
712,20581,8
712,20548,8
712,20547,8
712,20546,8
712,20557,8
712,20545,8
712,20556,8
712,16707,8
712,13884,8
712,13960,8
712,17786,8
712,20974,8
712,29802,8
712,37775,9
712,20357,9
712,27863,9
712,20031,9
712,20358,9
712,19347,9
712,19441,9
712,18220,9
712,19440,9
712,18221,9
712,18222,9
712,29011,10
712,28949,10
712,28716,10
712,28715,10
712,14409,10
712,19346,10
4171,4171,0
4171,4172,1
4171,4183,1
4171,49,1
4171,4184,1
4171,21339,2
4171,21338,2
4171,4173,2
4171,89,2
4171,2067,2
4171,172,2
4171,194,2
4171,196,2
4171,840,2
4171,448,2
4171,712,2
4171,515,2
4171,713,2
4171,307,2
4171,946,2
4171,947,2
4171,1911,2
4171,2011,3
4171,1053,3
4171,1251,3
4171,1052,3
4171,1051,3
4171,394,3
4171,154,3
4171,363,3
4171,870,3
4171,155,3
4171,520,3
4171,635,3
4171,519,3
4171,39,3
4171,260,3
4171,393,3
4171,2062,3
4171,460,3
4171,2061,3
4171,375,3
4171,364,3
4171,575,3
4171,278,3
4171,1621,3
4171,322,3
4171,279,3
4171,1201,3
4171,3312,3
4171,803,3
4171,748,3
4171,42,3
4171,1406,3
4171,3319,3
4171,1632,3
4171,1421,3
4171,901,3
4171,63,3
4171,5496,3
4171,2111,3
4171,180,3
4171,2175,3
4171,2197,3
4171,1096,3
4171,2060,3
4171,132,3
4171,1425,3
4171,156,3
4171,102,3
4171,2214,3
4171,3533,3
4171,2212,3
4171,3158,3
4171,7,3
4171,304,3
4171,1276,3
4171,2211,3
4171,4202,3
4171,328,3
4171,813,3
4171,4204,3
4171,4206,3
4171,1082,3
4171,1081,3
4171,1252,4
4171,1639,4
4171,2027,4
4171,4260,4
4171,4261,4
4171,4255,4
4171,865,4
4171,4259,4
4171,2074,4
4171,1342,4
4171,541,4
4171,1338,4
4171,1634,4
4171,1633,4
4171,1972,4
4171,1919,4
4171,2177,4
4171,1408,4
4171,3788,4
4171,435,4
4171,11097,4
4171,1422,4
4171,2073,4
4171,1390,4
4171,2072,4
4171,1921,4
4171,12,4
4171,649,4
4171,1922,4
4171,13658,4
4171,980,4
4171,1953,4
4171,9068,4
4171,8847,4
4171,4710,4
4171,85,4
4171,7561,4
4171,7560,4
4171,7563,4
4171,1885,4
4171,7562,4
4171,7103,4
4171,7532,4
4171,7565,4
4171,7564,4
4171,7104,4
4171,2068,4
4171,7643,4
4171,3638,4
4171,3639,4
4171,10991,4
4171,12390,5
4171,110,5
4171,4373,5
4171,4374,5
4171,4364,5
4171,4367,5
4171,4368,5
4171,30965,5
4171,5581,5
4171,5557,5
4171,22113,5
4171,12273,5
4171,22114,5
4171,25537,5
4171,2190,5
4171,24555,5
4171,157,5
4171,24554,5
4171,4,5
4171,2194,5
4171,137,5
4171,26607,5
4171,26606,5
4171,26605,5
4171,26604,5
4171,13729,5
4171,17540,5
4171,13730,5
4171,13731,5
4171,8948,5
4171,12330,5
4171,14885,5
4171,24090,5
4171,2069,5
4171,3698,5
4171,15594,6
4171,18407,6
4171,14478,6
4171,18649,6
4171,18408,6
4171,18405,6
4171,18406,6
4171,4309,6
4171,4295,6
4171,4310,6
4171,667,6
4171,4302,6
4171,4307,6
4171,4308,6
4171,11242,6
4171,11241,6
4171,24098,6
4171,29808,6
4171,24099,6
4171,15906,7
4171,12281,7
4171,8216,7
4171,33661,7
4171,30150,7
4171,34749,7
4171,20975,7
4171,25370,7
4171,25350,7
4171,25372,7
4171,25371,7
4171,25351,7
4171,25431,7
4171,24100,7
4171,25430,7
4171,25417,7
4171,25416,7
4171,35874,8
4171,36257,8
4171,36256,8
4171,36255,8
4171,20544,8
4171,20553,8
4171,20552,8
4171,20551,8
4171,20032,8
4171,8214,8
4171,20581,8
4171,20548,8
4171,20547,8
4171,20546,8
4171,20557,8
4171,20545,8
4171,20556,8
4171,16707,8
4171,13884,8
4171,13960,8
4171,17786,8
4171,20974,8
4171,29802,8
4171,37775,9
4171,20357,9
4171,27863,9
4171,20031,9
4171,20358,9
4171,19347,9
4171,19441,9
4171,18220,9
4171,19440,9
4171,18221,9
4171,18222,9
4171,29011,10
4171,28949,10
4171,28716,10
4171,28715,10
4171,14409,10
4171,19346,10
4172,4172,0
4172,49,1
4172,21339,1
4172,21338,1
4172,4171,1
4172,4183,2
4172,4173,2
4172,89,2
4172,4184,2
4172,2067,2
4172,172,2
4172,194,2
4172,196,2
4172,840,2
4172,448,2
4172,712,2
4172,515,2
4172,713,2
4172,307,2
4172,946,2
4172,947,2
4172,1911,2
4172,2011,3
4172,1053,3
4172,1251,3
4172,1052,3
4172,1051,3
4172,394,3
4172,154,3
4172,363,3
4172,870,3
4172,155,3
4172,520,3
4172,635,3
4172,519,3
4172,39,3
4172,260,3
4172,393,3
4172,2062,3
4172,460,3
4172,2061,3
4172,375,3
4172,364,3
4172,575,3
4172,278,3
4172,1621,3
4172,322,3
4172,279,3
4172,1201,3
4172,3312,3
4172,803,3
4172,748,3
4172,42,3
4172,1406,3
4172,3319,3
4172,1632,3
4172,1421,3
4172,901,3
4172,63,3
4172,5496,3
4172,2111,3
4172,180,3
4172,2175,3
4172,2197,3
4172,1096,3
4172,2060,3
4172,132,3
4172,1425,3
4172,156,3
4172,102,3
4172,2214,3
4172,3533,3
4172,2212,3
4172,3158,3
4172,7,3
4172,304,3
4172,1276,3
4172,2211,3
4172,4202,3
4172,328,3
4172,813,3
4172,4204,3
4172,4206,3
4172,1082,3
4172,1081,3
4172,1252,4
4172,1639,4
4172,2027,4
4172,4260,4
4172,4261,4
4172,4255,4
4172,865,4
4172,4259,4
4172,2074,4
4172,1342,4
4172,541,4
4172,1338,4
4172,1634,4
4172,1633,4
4172,1972,4
4172,1919,4
4172,2177,4
4172,1408,4
4172,3788,4
4172,435,4
4172,11097,4
4172,1422,4
4172,2073,4
4172,1390,4
4172,2072,4
4172,1921,4
4172,12,4
4172,649,4
4172,1922,4
4172,13658,4
4172,980,4
4172,1953,4
4172,9068,4
4172,8847,4
4172,4710,4
4172,85,4
4172,7561,4
4172,7560,4
4172,7563,4
4172,1885,4
4172,7562,4
4172,7103,4
4172,7532,4
4172,7565,4
4172,7564,4
4172,7104,4
4172,2068,4
4172,7643,4
4172,3638,4
4172,3639,4
4172,10991,4
4172,12390,5
4172,110,5
4172,4373,5
4172,4374,5
4172,4364,5
4172,4367,5
4172,4368,5
4172,30965,5
4172,5581,5
4172,5557,5
4172,22113,5
4172,12273,5
4172,22114,5
4172,25537,5
4172,2190,5
4172,24555,5
4172,157,5
4172,24554,5
4172,4,5
4172,2194,5
4172,137,5
4172,26607,5
4172,26606,5
4172,26605,5
4172,26604,5
4172,13729,5
4172,17540,5
4172,13730,5
4172,13731,5
4172,8948,5
4172,12330,5
4172,14885,5
4172,24090,5
4172,2069,5
4172,3698,5
4172,15594,6
4172,18407,6
4172,14478,6
4172,18649,6
4172,18408,6
4172,18405,6
4172,18406,6
4172,4309,6
4172,4295,6
4172,4310,6
4172,667,6
4172,4302,6
4172,4307,6
4172,4308,6
4172,11242,6
4172,11241,6
4172,24098,6
4172,29808,6
4172,24099,6
4172,15906,7
4172,12281,7
4172,8216,7
4172,33661,7
4172,30150,7
4172,34749,7
4172,20975,7
4172,25370,7
4172,25350,7
4172,25372,7
4172,25371,7
4172,25351,7
4172,25431,7
4172,24100,7
4172,25430,7
4172,25417,7
4172,25416,7
4172,35874,8
4172,36257,8
4172,36256,8
4172,36255,8
4172,20544,8
4172,20553,8
4172,20552,8
4172,20551,8
4172,20032,8
4172,8214,8
4172,20581,8
4172,20548,8
4172,20547,8
4172,20546,8
4172,20557,8
4172,20545,8
4172,20556,8
4172,16707,8
4172,13884,8
4172,13960,8
4172,17786,8
4172,20974,8
4172,29802,8
4172,37775,9
4172,20357,9
4172,27863,9
4172,20031,9
4172,20358,9
4172,19347,9
4172,19441,9
4172,18220,9
4172,19440,9
4172,18221,9
4172,18222,9
4172,29011,10
4172,28949,10
4172,28716,10
4172,28715,10
4172,14409,10
4172,19346,10
4183,4183,0
4183,49,1
4183,4184,1
4183,4171,1
4183,4172,2
4183,4173,2
4183,89,2
4183,2067,2
4183,172,2
4183,194,2
4183,196,2
4183,840,2
4183,448,2
4183,712,2
4183,515,2
4183,713,2
4183,307,2
4183,946,2
4183,947,2
4183,1911,2
4183,21339,3
4183,21338,3
4183,2011,3
4183,1053,3
4183,1251,3
4183,1052,3
4183,1051,3
4183,394,3
4183,154,3
4183,363,3
4183,870,3
4183,155,3
4183,520,3
4183,635,3
4183,519,3
4183,39,3
4183,260,3
4183,393,3
4183,2062,3
4183,460,3
4183,2061,3
4183,375,3
4183,364,3
4183,575,3
4183,278,3
4183,1621,3
4183,322,3
4183,279,3
4183,1201,3
4183,3312,3
4183,803,3
4183,748,3
4183,42,3
4183,1406,3
4183,3319,3
4183,1632,3
4183,1421,3
4183,901,3
4183,63,3
4183,5496,3
4183,2111,3
4183,180,3
4183,2175,3
4183,2197,3
4183,1096,3
4183,2060,3
4183,132,3
4183,1425,3
4183,156,3
4183,102,3
4183,2214,3
4183,3533,3
4183,2212,3
4183,3158,3
4183,7,3
4183,304,3
4183,1276,3
4183,2211,3
4183,4202,3
4183,328,3
4183,813,3
4183,4204,3
4183,4206,3
4183,1082,3
4183,1081,3
4183,1252,4
4183,1639,4
4183,2027,4
4183,4260,4
4183,4261,4
4183,4255,4
4183,865,4
4183,4259,4
4183,2074,4
4183,1342,4
4183,541,4
4183,1338,4
4183,1634,4
4183,1633,4
4183,1972,4
4183,1919,4
4183,2177,4
4183,1408,4
4183,3788,4
4183,435,4
4183,11097,4
4183,1422,4
4183,2073,4
4183,1390,4
4183,2072,4
4183,1921,4
4183,12,4
4183,649,4
4183,1922,4
4183,13658,4
4183,980,4
4183,1953,4
4183,9068,4
4183,8847,4
4183,4710,4
4183,85,4
4183,7561,4
4183,7560,4
4183,7563,4
4183,1885,4
4183,7562,4
4183,7103,4
4183,7532,4
4183,7565,4
4183,7564,4
4183,7104,4
4183,2068,4
4183,7643,4
4183,3638,4
4183,3639,4
4183,10991,4
4183,12390,5
4183,110,5
4183,4373,5
4183,4374,5
4183,4364,5
4183,4367,5
4183,4368,5
4183,30965,5
4183,5581,5
4183,5557,5
4183,22113,5
4183,12273,5
4183,22114,5
4183,25537,5
4183,2190,5
4183,24555,5
4183,157,5
4183,24554,5
4183,4,5
4183,2194,5
4183,137,5
4183,26607,5
4183,26606,5
4183,26605,5
4183,26604,5
4183,13729,5
4183,17540,5
4183,13730,5
4183,13731,5
4183,8948,5
4183,12330,5
4183,14885,5
4183,24090,5
4183,2069,5
4183,3698,5
4183,15594,6
4183,18407,6
4183,14478,6
4183,18649,6
4183,18408,6
4183,18405,6
4183,18406,6
4183,4309,6
4183,4295,6
4183,4310,6
4183,667,6
4183,4302,6
4183,4307,6
4183,4308,6
4183,11242,6
4183,11241,6
4183,24098,6
4183,29808,6
4183,24099,6
4183,15906,7
4183,12281,7
4183,8216,7
4183,33661,7
4183,30150,7
4183,34749,7
4183,20975,7
4183,25370,7
4183,25350,7
4183,25372,7
4183,25371,7
4183,25351,7
4183,25431,7
4183,24100,7
4183,25430,7
4183,25417,7
4183,25416,7
4183,35874,8
4183,36257,8
4183,36256,8
4183,36255,8
4183,20544,8
4183,20553,8
4183,20552,8
4183,20551,8
4183,20032,8
4183,8214,8
4183,20581,8
4183,20548,8
4183,20547,8
4183,20546,8
4183,20557,8
4183,20545,8
4183,20556,8
4183,16707,8
4183,13884,8
4183,13960,8
4183,17786,8
4183,20974,8
4183,29802,8
4183,37775,9
4183,20357,9
4183,27863,9
4183,20031,9
4183,20358,9
4183,19347,9
4183,19441,9
4183,18220,9
4183,19440,9
4183,18221,9
4183,18222,9
4183,29011,10
4183,28949,10
4183,28716,10
4183,28715,10
4183,14409,10
4183,19346,10
4184,4184,0
4184,4183,1
4184,49,1
4184,4171,1
4184,4172,2
4184,4173,2
4184,89,2
4184,2067,2
4184,172,2
4184,194,2
4184,196,2
4184,840,2
4184,448,2
4184,712,2
4184,515,2
4184,713,2
4184,307,2
4184,946,2
4184,947,2
4184,1911,2
4184,21339,3
4184,21338,3
4184,2011,3
4184,1053,3
4184,1251,3
4184,1052,3
4184,1051,3
4184,394,3
4184,154,3
4184,363,3
4184,870,3
4184,155,3
4184,520,3
4184,635,3
4184,519,3
4184,39,3
4184,260,3
4184,393,3
4184,2062,3
4184,460,3
4184,2061,3
4184,375,3
4184,364,3
4184,575,3
4184,278,3
4184,1621,3
4184,322,3
4184,279,3
4184,1201,3
4184,3312,3
4184,803,3
4184,748,3
4184,42,3
4184,1406,3
4184,3319,3
4184,1632,3
4184,1421,3
4184,901,3
4184,63,3
4184,5496,3
4184,2111,3
4184,180,3
4184,2175,3
4184,2197,3
4184,1096,3
4184,2060,3
4184,132,3
4184,1425,3
4184,156,3
4184,102,3
4184,2214,3
4184,3533,3
4184,2212,3
4184,3158,3
4184,7,3
4184,304,3
4184,1276,3
4184,2211,3
4184,4202,3
4184,328,3
4184,813,3
4184,4204,3
4184,4206,3
4184,1082,3
4184,1081,3
4184,1252,4
4184,1639,4
4184,2027,4
4184,4260,4
4184,4261,4
4184,4255,4
4184,865,4
4184,4259,4
4184,2074,4
4184,1342,4
4184,541,4
4184,1338,4
4184,1634,4
4184,1633,4
4184,1972,4
4184,1919,4
4184,2177,4
4184,1408,4
4184,3788,4
4184,435,4
4184,11097,4
4184,1422,4
4184,2073,4
4184,1390,4
4184,2072,4
4184,1921,4
4184,12,4
4184,649,4
4184,1922,4
4184,13658,4
4184,980,4
4184,1953,4
4184,9068,4
4184,8847,4
4184,4710,4
4184,85,4
4184,7561,4
4184,7560,4
4184,7563,4
4184,1885,4
4184,7562,4
4184,7103,4
4184,7532,4
4184,7565,4
4184,7564,4
4184,7104,4
4184,2068,4
4184,7643,4
4184,3638,4
4184,3639,4
4184,10991,4
4184,12390,5
4184,110,5
4184,4373,5
4184,4374,5
4184,4364,5
4184,4367,5
4184,4368,5
4184,30965,5
4184,5581,5
4184,5557,5
4184,22113,5
4184,12273,5
4184,22114,5
4184,25537,5
4184,2190,5
4184,24555,5
4184,157,5
4184,24554,5
4184,4,5
4184,2194,5
4184,137,5
4184,26607,5
4184,26606,5
4184,26605,5
4184,26604,5
4184,13729,5
4184,17540,5
4184,13730,5
4184,13731,5
4184,8948,5
4184,12330,5
4184,14885,5
4184,24090,5
4184,2069,5
4184,3698,5
4184,15594,6
4184,18407,6
4184,14478,6
4184,18649,6
4184,18408,6
4184,18405,6
4184,18406,6
4184,4309,6
4184,4295,6
4184,4310,6
4184,667,6
4184,4302,6
4184,4307,6
4184,4308,6
4184,11242,6
4184,11241,6
4184,24098,6
4184,29808,6
4184,24099,6
4184,15906,7
4184,12281,7
4184,8216,7
4184,33661,7
4184,30150,7
4184,34749,7
4184,20975,7
4184,25370,7
4184,25350,7
4184,25372,7
4184,25371,7
4184,25351,7
4184,25431,7
4184,24100,7
4184,25430,7
4184,25417,7
4184,25416,7
4184,35874,8
4184,36257,8
4184,36256,8
4184,36255,8
4184,20544,8
4184,20553,8
4184,20552,8
4184,20551,8
4184,20032,8
4184,8214,8
4184,20581,8
4184,20548,8
4184,20547,8
4184,20546,8
4184,20557,8
4184,20545,8
4184,20556,8
4184,16707,8
4184,13884,8
4184,13960,8
4184,17786,8
4184,20974,8
4184,29802,8
4184,37775,9
4184,20357,9
4184,27863,9
4184,20031,9
4184,20358,9
4184,19347,9
4184,19441,9
4184,18220,9
4184,19440,9
4184,18221,9
4184,18222,9
4184,29011,10
4184,28949,10
4184,28716,10
4184,28715,10
4184,14409,10
4184,19346,10
4202,4202,0
4202,448,1
4202,63,1
4202,89,2
4202,5496,2
4202,49,2
4202,2111,2
4202,180,2
4202,2175,2
4202,2197,2
4202,1096,2
4202,194,2
4202,2060,2
4202,132,2
4202,1425,2
4202,156,2
4202,102,2
4202,2214,2
4202,3533,2
4202,2212,2
4202,3158,2
4202,7,2
4202,304,2
4202,1276,2
4202,2211,2
4202,328,2
4202,307,2
4202,813,2
4202,4204,2
4202,4206,2
4202,1921,2
4202,12,2
4202,649,2
4202,1922,2
4202,2011,3
4202,1053,3
4202,1251,3
4202,1052,3
4202,1051,3
4202,394,3
4202,154,3
4202,363,3
4202,870,3
4202,155,3
4202,520,3
4202,635,3
4202,519,3
4202,4172,3
4202,4183,3
4202,4173,3
4202,4184,3
4202,2067,3
4202,172,3
4202,196,3
4202,4171,3
4202,840,3
4202,712,3
4202,515,3
4202,713,3
4202,946,3
4202,947,3
4202,1911,3
4202,13658,3
4202,1634,3
4202,1633,3
4202,748,3
4202,980,3
4202,1953,3
4202,9068,3
4202,8847,3
4202,4710,3
4202,85,3
4202,1632,3
4202,1621,3
4202,1421,3
4202,901,3
4202,7561,3
4202,7560,3
4202,7563,3
4202,1885,3
4202,7562,3
4202,7103,3
4202,7532,3
4202,7565,3
4202,7564,3
4202,7104,3
4202,2068,3
4202,7643,3
4202,3638,3
4202,3639,3
4202,10991,3
4202,1082,3
4202,1081,3
4202,2190,3
4202,24555,3
4202,157,3
4202,24554,3
4202,4,3
4202,2194,3
4202,137,3
4202,26607,3
4202,26606,3
4202,26605,3
4202,26604,3
4202,1252,4
4202,1639,4
4202,21339,4
4202,21338,4
4202,39,4
4202,260,4
4202,393,4
4202,2062,4
4202,460,4
4202,2061,4
4202,375,4
4202,364,4
4202,575,4
4202,278,4
4202,322,4
4202,279,4
4202,1201,4
4202,3312,4
4202,803,4
4202,42,4
4202,1406,4
4202,3319,4
4202,1338,4
4202,1972,4
4202,1919,4
4202,3788,4
4202,435,4
4202,11097,4
4202,1422,4
4202,2073,4
4202,1390,4
4202,2072,4
4202,13729,4
4202,17540,4
4202,13730,4
4202,13731,4
4202,8948,4
4202,12330,4
4202,14885,4
4202,24090,4
4202,2069,4
4202,3698,4
4202,4309,4
4202,4295,4
4202,4310,4
4202,667,4
4202,4302,4
4202,4307,4
4202,4308,4
4202,2027,5
4202,4260,5
4202,4261,5
4202,4255,5
4202,865,5
4202,4259,5
4202,2074,5
4202,1342,5
4202,541,5
4202,2177,5
4202,1408,5
4202,30965,5
4202,5581,5
4202,5557,5
4202,22113,5
4202,12273,5
4202,22114,5
4202,25537,5
4202,11242,5
4202,11241,5
4202,24098,5
4202,29808,5
4202,24099,5
4202,12390,6
4202,110,6
4202,4373,6
4202,4374,6
4202,4364,6
4202,4367,6
4202,4368,6
4202,18407,6
4202,14478,6
4202,18649,6
4202,18408,6
4202,18405,6
4202,18406,6
4202,25370,6
4202,25350,6
4202,25372,6
4202,25371,6
4202,25351,6
4202,25431,6
4202,24100,6
4202,25430,6
4202,25417,6
4202,25416,6
4202,15594,7
4202,29802,7
4202,15906,8
4202,12281,8
4202,8216,8
4202,33661,8
4202,30150,8
4202,34749,8
4202,20975,8
4202,35874,9
4202,36257,9
4202,36256,9
4202,36255,9
4202,20544,9
4202,20553,9
4202,20552,9
4202,20551,9
4202,20032,9
4202,8214,9
4202,20581,9
4202,20548,9
4202,20547,9
4202,20546,9
4202,20557,9
4202,20545,9
4202,20556,9
4202,16707,9
4202,13884,9
4202,13960,9
4202,17786,9
4202,20974,9
4202,37775,10
4202,20357,10
4202,27863,10
4202,20031,10
4202,20358,10
4202,19347,10
4202,19441,10
4202,18220,10
4202,19440,10
4202,18221,10
4202,18222,10
4202,29011,11
4202,28949,11
4202,28716,11
4202,28715,11
4202,14409,11
4202,19346,11
1922,1922,0
1922,26607,1
1922,328,1
1922,26606,1
1922,63,1
1922,26605,1
1922,26604,1
1922,3638,2
1922,1425,2
1922,3639,2
1922,156,2
1922,3533,2
1922,304,2
1922,1276,2
1922,448,2
1922,180,2
1922,10991,2
1922,1921,2
1922,12,2
1922,3158,2
1922,4202,2
1922,2197,2
1922,649,2
1922,194,2
1922,3698,3
1922,89,3
1922,5496,3
1922,49,3
1922,2111,3
1922,2175,3
1922,1096,3
1922,2060,3
1922,132,3
1922,102,3
1922,2214,3
1922,2212,3
1922,7,3
1922,2211,3
1922,307,3
1922,813,3
1922,4204,3
1922,4206,3
1922,13658,3
1922,2190,3
1922,24555,3
1922,157,3
1922,24554,3
1922,4,3
1922,2194,3
1922,980,3
1922,1953,3
1922,9068,3
1922,8847,3
1922,4710,3
1922,85,3
1922,137,3
1922,1632,3
1922,1621,3
1922,1421,3
1922,1251,3
1922,901,3
1922,748,3
1922,172,3
1922,394,3
1922,2011,4
1922,1053,4
1922,1052,4
1922,1051,4
1922,154,4
1922,363,4
1922,870,4
1922,155,4
1922,520,4
1922,635,4
1922,519,4
1922,4172,4
1922,4183,4
1922,4173,4
1922,4184,4
1922,2067,4
1922,196,4
1922,4171,4
1922,840,4
1922,712,4
1922,515,4
1922,713,4
1922,946,4
1922,947,4
1922,1911,4
1922,1634,4
1922,1633,4
1922,7561,4
1922,7560,4
1922,7563,4
1922,1885,4
1922,7562,4
1922,7103,4
1922,7532,4
1922,7565,4
1922,7564,4
1922,7104,4
1922,2068,4
1922,7643,4
1922,1082,4
1922,1081,4
1922,4309,4
1922,4295,4
1922,4310,4
1922,667,4
1922,4302,4
1922,4307,4
1922,4308,4
1922,3788,4
1922,435,4
1922,11097,4
1922,1422,4
1922,2073,4
1922,1390,4
1922,2072,4
1922,1252,4
1922,1338,4
1922,1972,4
1922,1919,4
1922,39,4
1922,260,4
1922,393,4
1922,2062,4
1922,460,4
1922,2061,4
1922,375,4
1922,364,4
1922,575,4
1922,278,4
1922,322,4
1922,279,4
1922,1201,4
1922,3312,4
1922,803,4
1922,42,4
1922,1406,4
1922,3319,4
1922,1639,4
1922,21339,5
1922,21338,5
1922,13729,5
1922,17540,5
1922,13730,5
1922,13731,5
1922,8948,5
1922,12330,5
1922,14885,5
1922,24090,5
1922,2069,5
1922,30965,5
1922,5581,5
1922,5557,5
1922,22113,5
1922,12273,5
1922,22114,5
1922,25537,5
1922,2027,5
1922,4260,5
1922,4261,5
1922,4255,5
1922,865,5
1922,4259,5
1922,2074,5
1922,1342,5
1922,541,5
1922,2177,5
1922,1408,5
1922,11242,6
1922,11241,6
1922,24098,6
1922,29808,6
1922,24099,6
1922,18407,6
1922,14478,6
1922,18649,6
1922,18408,6
1922,18405,6
1922,18406,6
1922,12390,6
1922,110,6
1922,4373,6
1922,4374,6
1922,4364,6
1922,4367,6
1922,4368,6
1922,25370,7
1922,25350,7
1922,25372,7
1922,25371,7
1922,25351,7
1922,25431,7
1922,24100,7
1922,25430,7
1922,25417,7
1922,25416,7
1922,15594,7
1922,29802,8
1922,15906,8
1922,12281,8
1922,8216,8
1922,33661,8
1922,30150,8
1922,34749,8
1922,20975,8
1922,35874,9
1922,36257,9
1922,36256,9
1922,36255,9
1922,20544,9
1922,20553,9
1922,20552,9
1922,20551,9
1922,20032,9
1922,8214,9
1922,20581,9
1922,20548,9
1922,20547,9
1922,20546,9
1922,20557,9
1922,20545,9
1922,20556,9
1922,16707,9
1922,13884,9
1922,13960,9
1922,17786,9
1922,20974,9
1922,37775,10
1922,20357,10
1922,27863,10
1922,20031,10
1922,20358,10
1922,19347,10
1922,19441,10
1922,18220,10
1922,19440,10
1922,18221,10
1922,18222,10
1922,29011,11
1922,28949,11
1922,28716,11
1922,28715,11
1922,14409,11
1922,19346,11
328,328,0
328,3638,1
328,1425,1
328,3639,1
328,156,1
328,3533,1
328,304,1
328,1276,1
328,448,1
328,180,1
328,10991,1
328,63,1
328,1922,1
328,3698,2
328,89,2
328,5496,2
328,49,2
328,2111,2
328,2175,2
328,2197,2
328,1096,2
328,194,2
328,2060,2
328,132,2
328,102,2
328,2214,2
328,2212,2
328,3158,2
328,7,2
328,2211,2
328,4202,2
328,307,2
328,813,2
328,4204,2
328,4206,2
328,13658,2
328,1921,2
328,12,2
328,649,2
328,26607,2
328,26606,2
328,26605,2
328,26604,2
328,2011,3
328,1053,3
328,1251,3
328,1052,3
328,1051,3
328,394,3
328,154,3
328,363,3
328,870,3
328,155,3
328,520,3
328,635,3
328,519,3
328,4172,3
328,4183,3
328,4173,3
328,4184,3
328,2067,3
328,172,3
328,196,3
328,4171,3
328,840,3
328,712,3
328,515,3
328,713,3
328,946,3
328,947,3
328,1911,3
328,1634,3
328,1633,3
328,748,3
328,980,3
328,1953,3
328,9068,3
328,8847,3
328,4710,3
328,85,3
328,1632,3
328,1621,3
328,1421,3
328,901,3
328,7561,3
328,7560,3
328,7563,3
328,1885,3
328,7562,3
328,7103,3
328,7532,3
328,7565,3
328,7564,3
328,7104,3
328,2068,3
328,7643,3
328,1082,3
328,1081,3
328,2190,3
